program,status,object,boundary
ST4437,Proven,KolmogorovConsistency,
ST4438,Proven,AllFiniteMarginals,
ST4439,Proven,SixMomentsNotAllMarginals,
ST4440,Proven,MomentIndeterminacy,
ST4441,Proven,HausdorffObstruction,
ST4442,Proven,SignedExtensions,
ST4443,Proven,MaximumEntropy,
ST4444,Proven,ReferenceMeasure,
ST4445,Proven,Exchangeability,
ST4446,Proven,DeFinettiBoundary,
ST4447,Proven,TailSigmaAlgebra,
ST4448,Proven,ObserverFiltration,
ST4449,Proven,ProbabilityNoSelector,
ST4450,Round verdict,RoundVerdict,
ST4451,Recommendation,Next,
