program,status,object,boundary
ST957,proven_closed_unitary_purity_norm_persistence,UnitaryQuantum_NoExtinction,Does not protect localized observable.
ST958,proven_amplitude_damping_annihilates_excitation,AmplitudeDamping_toVacuum,Environment channel supplied.
ST959,proven_nonzero_superselection_charge_blocks_vacuum_transition,ChargeSuperselection_Protection,Charge/operator needed.
ST960,conditional_decoherence_free_subspace,DecoherenceFree_Subspace,Noise algebra supplied.
ST961,conditional_dark_state_protection,DarkState_Protection,Lindblad operators supplied.
ST962,proven_KnillLaflamme_condition,QuantumErrorCorrection_Condition,Code/recovery supplied.
ST963,proven_global_information_conservation_not_pattern_protection,InformationConservation_NotShape,Encoding can disperse.
ST964,proven_accessible_information_can_monotonically_decrease,DataProcessing_AccessibleLoss,Channel context.
ST965,proven_environment_entanglement_relocates_information,EntanglementWithEnvironment,Recovery may be impossible locally.
ST966,conditional_Landauer_reset_cost,Landauer_ResetCost,Temperature/bath supplied.
ST967,autonomous_QEC_requires_entropy_sink,AutonomousErrorCorrection_Resource,Resource required.
ST968,self_reference_does_not_imply_stability,SelfReference_NotProtection,Need dynamical theorem.
ST969,bootstrap_persistence_is_circular_without_source,BootstrapPersistence_Circularity,Fixed point may be unstable.
ST970,blocked_no_strict_quantum_charge_code,StrictQuantumProtection_Gate,No sector/noise/code source.
ST971,blocked_no_evidence,Evidence_Gate,Round four local.
