program,status,object,boundary
ST2127,constructed_unweighted_topological_d0_with_strict_edge_Hodge_star,UnweightedDECConvention,DEC convention.
ST2128,constructed_weighted_differential_d0w_equals_Rd0_with_standard_edge_inner_product,WeightedDifferentialConvention,Prior incidence convention.
ST2129,proven_two_conventions_are_isomorphic_and_weighted_d1_must_be_d1_Rinverse,ConventionEquivalence,Chain identity.
ST2130,constructed_positive_curvature_operator_Q_equals_d1star_M2_d1,CurvatureQuadraticOperator,For M2 positive.
ST2131,proven_row_scale_and_face_Hodge_inverse_rescaling_leave_curvature_operator_invariant,RowHodgeRescalingGauge,Only h=m c^2 observable.
ST2132,proven_positive_D12_orbit_Hodge_parameters_form_Rplus12_physical_quadratic_cone,PositiveOrbitCone,After row-scale quotient.
ST2133,proven_all_positive_orbit_scales_preserve_kernel_dimension11,KernelInvariance,Same d1 kernel.
ST2134,proven_unweighted_full_simplex_Hodge_L1_is_exactly_12_identity,StandardSimplexSpectrum,Combinatorial identity.
ST2135,proven_orbit_scaled_positive_Hodge_splits_complete_simplex_spectrum,OrbitScaledSpectrum,"Same topology, different dynamics."
ST2136,proven_twelve_positive_Hodge_parameters_tune_gauge_one_form_spectrum_without_changing_A_or_H1,SpectralTunability,Nonpredictive spectrum.
ST2137,proven_cohomology_only_controls_zero_modes_not_positive_spectral_values,TopologyVsDynamics,Topology cannot fix dynamics.
ST2138,primitive_integral_incidence_fixes_d1_basis_but_not_face_Hodge_star,IntegralIncidenceBoundary,Integrality insufficient.
ST2139,refinement_adds_vertical_Hodge_spectral_parameters_even_when_cellular_d1_is_standard,RefinementVerticalSpectrum,Prior six/seven orbit cones.
ST2140,round_four_falsifies_positivity_H1_and_integral_d1_as_unique_gauge_spectrum_selector,RoundFour_Verdict,Hodge cone remains.
ST2141,recommended_ST2142_ST2156,RoundFour_Recommendation,Audit spectral/cohomological predictions and continuum boundary after quotienting conventions.
