program,status,object,boundary
ST1812,constructed_weighted_first_order_incidence_from_strict_A_support,WeightedIncidence,One edge per nonzero unordered coupling.
ST1813,proven_exact_Dirichlet_factorization_numerically_replayed,DirichletFactorization,Analytic edge-sum identity.
ST1814,constructed_U1_link_connection_on_every_weighted_edge,LinkVariableDefinition,Conditional localization of global phase symmetry.
ST1815,constructed_vertex_gauge_action_on_fields_and_links,GaugeTransformation,Local U(1).
ST1816,proven_edge_covariant_difference_transforms_at_source_vertex,GaugeCovariance,Direct substitution.
ST1817,proven_minimal_link_matter_action_is_exactly_gauge_invariant,GaugeInvariantMatterAction,No continuum approximation.
ST1818,proven_covariant_laplacian_is_Hermitian_positive_semidefinite,CovariantLaplacian,Any U(1) links.
ST1819,proven_trivial_connection_recovers_strict_A,ZeroConnectionRecovery,Exact finite replay.
ST1820,proven_literal_variation_gives_A_U_psi_plus_radial_potential_equals_source,GaugeCovariantEulerEquation,Single action source.
ST1821,proven_any_vertex_local_potential_V_of_abspsi2_is_gauge_invariant,PotentialCompatibility,Mass/quartic radial terms allowed.
ST1822,proven_random_finite_gauge_replay_to_machine_precision,NumericalGaugeReplay,Independent numerical witness.
ST1823,proven_edge_orientation_choice_does_not_change_matter_action,OrientationIndependence,Orientation is bookkeeping.
ST1824,proven_direct_link_action_is_globally_regular_on_compact_U1_edge_torus,GlobalRegularity,No APD quotient/poles.
ST1825,gauge_matter_action_contains_no_dynamical_gauge_curvature_term,MissingGaugeKinetic,Link phases are nondynamical until a face/cycle action is supplied.
ST1826,recommended_ST1827_ST1841,RoundOne_Recommendation,"Falsify uniqueness: gauge group, charge, calculus and connection source."
