program,status,object,boundary
ST2562,Conditional,MaximumCaliberSetup,Optimize path entropy with constraints.
ST2563,Boundary,PathEntropyConstraint,Need mean jump/activity constraints.
ST2564,No-go,ReferenceMeasure,Relative path entropy requires a reference generator.
ST2565,Conditional,SymmetricSolution,Uniform edge prior yields square-root/symmetric rates.
ST2566,Boundary,ActivityBudget,Mean activity fixes overall rate.
ST2567,No-go,BudgetTimeScale,Budget is a clock scale.
ST2568,Proven,DifferentPriors,Metropolis/heat-bath arise from different choices.
ST2569,No-go,FisherMetricBoundary,Stationary Fisher geometry does not specify mobility.
ST2570,Conditional,GradientFlowBoundary,Gradient flow needs Onsager operator.
ST2571,Conditional,DirichletFormBoundary,Reversible Dirichlet form needs edge conductances.
ST2572,Gate fail,CanonicalityGate,No source for prior/mobility/activity.
ST2573,Proven,StateKineticsSeparation,Information state and kinetic law are independent layers.
ST2574,Proven no-go,InformationPrincipleNoGo,Maximum caliber cannot choose dynamics without constraints/prior.
ST2575,Round verdict,RoundThreeVerdict,Information optimization relocates rather than removes kinetic axioms.
ST2576,Recommendation,RoundThreeRecommendation,Test prism dynamical lumpability.
