program,status,object,boundary
ST3477,Conditional,AlternativeDsEta,Set d_s=eta.
ST3478,Conditional,AlternativeDs2,Set d_s=2.
ST3479,Conditional,AlternativeDs4,Set d_s=4.
ST3480,Conditional,RhoOne,Constant edge conductance.
ST3481,Rejected by compactness,LayerEnergyRhoHalf,rho=1/2.
ST3482,Proven,CompactnessFilter,Only removes rho<=1/2.
ST3483,Proven,MultipleSurvivors,Continuum rho>1/2 remains.
ST3484,Proven,DifferentSpectra,Distinct d_s.
ST3485,Proven,DifferentWalkDimensions,"Depends r,rho."
ST3486,No-go,EtaRoleAmbiguity,"Eta can target D,ds,dw,sigma."
ST3487,Proven,AxiomRemoval,Removing either joint-closure axiom restores modulus.
ST3488,Fail,UniquenessGate,Current strict data select no survivor.
ST3489,Strategic,ConditionalRanking,"Joint D=eta,dw=2 is economical but not proven."
ST3490,Round verdict,RoundFourVerdict,Compactness strengthens but does not uniquely close geometry.
ST3491,Recommendation,RoundFourRecommendation,Finite heat-trace falsification.
