program,status,object,boundary
ST7227,Declared,nonequilibrium_traffic_current_split_Objective,Hundred-round FDT audit.
ST7228,Audited,nonequilibrium_traffic_current_split_PriorEvidence,Hundred-round FDT audit.
ST7229,Constructed,nonequilibrium_traffic_current_split_TypedObject,Hundred-round FDT audit.
ST7230,Proven or scoped,nonequilibrium_traffic_current_split_Theorem,Hundred-round FDT audit.
ST7231,Recorded,nonequilibrium_traffic_current_split_Derivation,Hundred-round FDT audit.
ST7232,Retained,nonequilibrium_traffic_current_split_PositiveContent,Hundred-round FDT audit.
ST7233,Identified,nonequilibrium_traffic_current_split_FreeParameter,Hundred-round FDT audit.
ST7234,Constructed,nonequilibrium_traffic_current_split_Counterexample,Hundred-round FDT audit.
ST7235,Completed,nonequilibrium_traffic_current_split_SymmetryAudit,Hundred-round FDT audit.
ST7236,Completed,nonequilibrium_traffic_current_split_FDTTest,Hundred-round FDT audit.
ST7237,Classified,nonequilibrium_traffic_current_split_StrictStatus,Hundred-round FDT audit.
ST7238,Not established,nonequilibrium_traffic_current_split_PhysicalStatus,Hundred-round FDT audit.
ST7239,Installed,nonequilibrium_traffic_current_split_FalsificationRule,Hundred-round FDT audit.
ST7240,Round verdict,nonequilibrium_traffic_current_split_RoundVerdict,Hundred-round FDT audit.
ST7241,Recommendation,nonequilibrium_traffic_current_split_NextDependency,Hundred-round FDT audit.
