program,status,object,boundary
ST3687,Defined,SignedFormula,cos(omega d+phi)/(1+d^eta) all d.
ST3688,Computed,FirstSignCrossing,First negative integer d.
ST3689,Proven,ShiftedSingularities,Power singularities shifted near k=+-omega.
ST3690,Proven,ZeroNeighborhood,k=0 lies away from shifted singularity.
ST3691,Computed,QuadraticFit,Small-k absolute slope.
ST3692,Computed,QuadraticCoefficient,lambda/k2.
ST3693,Proven/Computed,NegativeSymbol,Coefficient negative.
ST3694,No-go,PSDNoGo,Signed conductances fail positive Dirichlet form.
ST3695,No-go,MarkovNoGo,Not a Markov heat generator.
ST3696,Boundary,WaveInstability,Negative low modes give unstable wave/heat interpretations.
ST3697,Proven,FiniteC12Positivity,d<=6 weights remain positive.
ST3698,Interpretation,DomainProtection,Finite cutoff stops before sign change.
ST3699,Positive,AnalyticityBenefit,Literal formula is smooth/analytic in d.
ST3700,Round verdict,RoundTwoVerdict,Literal infinite strict formula is locally quadratic but spectrally negative.
ST3701,Recommendation,RoundTwoRecommendation,Positive absolute tail.
