program,status,object,boundary
ST2727,Defined,SpinObservable,Coordinate x_i on cube.
ST2728,Proven,GeneratorAction,Q x_i=-2 x_i r_i(x).
ST2729,Proven,TernaryEnergyDifference,DeltaE_i=2 theta x_i sum_(f contains i) tau_f product(other two).
ST2730,Proven,NonlinearHierarchy,Qx_i contains higher Walsh characters.
ST2731,No-go,FirstMomentNonclosure,E[x] dynamics not closed on first moments.
ST2732,Proven,PairMomentCoupling,"Hierarchy couples first, pair, triangle and higher moments."
ST2733,Proven,ThetaZeroLimit,At theta=0 heatbath flips have rate 1/2.
ST2734,Proven,ThetaZeroSpectrum,Then Qx_i=-x_i and all degree-one modes have eigenvalue -1.
ST2735,Computed,StrictASpectrum,A has nondegenerate distance spectrum.
ST2736,Refuted,Mismatch,Identity degree-one decay cannot equal nontrivial A.
ST2737,Boundary,LinearizationBoundary,Small-theta closure needs truncation/state assumption.
ST2738,Conditional,ClosureApproximation,Moment closures are model approximations.
ST2739,Underdetermined,AActivityTuning,Configuration-dependent activities can fit targets but add functions.
ST2740,Round verdict,RoundTwoVerdict,The ternary Markov law does not project exactly to FIN vertex heat dynamics.
ST2741,Recommendation,RoundTwoRecommendation,Audit spectral clock conventions.
