program,status,object,boundary
ST2472,Proven,FiniteExponentialFamily,4096-state regular exponential family.
ST2473,Proven,LogPartitionConvexity,d2 logZ=Var(S)>0.
ST2474,Proven,FisherPositivity,S nonconstant.
ST2475,Proven,MomentMapMonotonicity,Strict convexity.
ST2476,Conditional positive,ThetaIdentifiability,A supplied empirical mean uniquely estimates theta.
ST2477,Proven,NoFiniteSingularity,Finite sum of exponentials is entire/positive on real theta.
ST2478,Proven,MaximumEntropyCharacterization,p_theta maximizes entropy at supplied <S>.
ST2479,No-go,CoefficientScale,Rescaling tau can be absorbed into theta.
ST2480,Boundary,TemperatureCoupling,Gibbs form theta=beta J needs bath and energy.
ST2481,Different class,DNLSComparison,DNLS quartic amplitude law is not this three-bit Gibbs family.
ST2482,Different class,NegativeInformationComparison,Active g is not theta without bridge.
ST2483,Boundary,StabilityMeaning,Convex statistical identifiability is not dynamical Lyapunov stability.
ST2484,Proven,SourceVsFit,Target moment fitting estimates but does not derive law.
ST2485,Round verdict,RoundThreeVerdict,Conditional state family is mathematically complete; provenance remains one coupling/constraint plus polarity.
ST2486,Recommendation,RoundThreeRecommendation,Test prism refinement closure.
