program,status,object,boundary
ST3612,Defined,RelativeScaleGamma,L=L_b+gamma L_f.
ST3613,Constructed,ProductOperator,Relative energy scale.
ST3614,Proven,HeatTraceGamma,Fiber trace evaluated at gamma t.
ST3615,Proven,AsymptoticDimension,True ideal exponent unchanged for fixed gamma.
ST3616,Boundary,FiniteWindowDimension,Finite-window effective dimension depends gamma.
ST3617,Proven,CrossoverShift,Gamma moves crossover.
ST3618,No-go,PlateauEngineering,A target plateau can be tuned.
ST3619,No-go,CutoffDependence,Cutoffs alter it.
ST3620,Boundary,FiniteBase,C12 contributes dimension zero at t->0.
ST3621,Boundary,FiniteFiber,Finite depth truncates fiber.
ST3622,Proven,OrderOfLimits,N->infty and t->0 order matters.
ST3623,Conditional,ObserverWindow,Internal observer sees finite window.
ST3624,No-go,UniversalityNoGo,Finite plateau is not unique continuum dimension.
ST3625,Round verdict,RoundSevenVerdict,Dimensional flow is informative but scale/cutoff dependent.
ST3626,Recommendation,RoundSevenRecommendation,Alternative decompositions.
