program,status,object,boundary
ST7812,Declared,fin_application_loop_tensor_Objective,Hundred-round FDT audit.
ST7813,Audited,fin_application_loop_tensor_PriorEvidence,Hundred-round FDT audit.
ST7814,Constructed,fin_application_loop_tensor_TypedObject,Hundred-round FDT audit.
ST7815,Proven or scoped,fin_application_loop_tensor_Theorem,Hundred-round FDT audit.
ST7816,Recorded,fin_application_loop_tensor_Derivation,Hundred-round FDT audit.
ST7817,Retained,fin_application_loop_tensor_PositiveContent,Hundred-round FDT audit.
ST7818,Identified,fin_application_loop_tensor_FreeParameter,Hundred-round FDT audit.
ST7819,Constructed,fin_application_loop_tensor_Counterexample,Hundred-round FDT audit.
ST7820,Completed,fin_application_loop_tensor_SymmetryAudit,Hundred-round FDT audit.
ST7821,Completed,fin_application_loop_tensor_FDTTest,Hundred-round FDT audit.
ST7822,Classified,fin_application_loop_tensor_StrictStatus,Hundred-round FDT audit.
ST7823,Not established,fin_application_loop_tensor_PhysicalStatus,Hundred-round FDT audit.
ST7824,Installed,fin_application_loop_tensor_FalsificationRule,Hundred-round FDT audit.
ST7825,Round verdict,fin_application_loop_tensor_RoundVerdict,Hundred-round FDT audit.
ST7826,Recommendation,fin_application_loop_tensor_NextDependency,Hundred-round FDT audit.
