program,status,object,boundary
ST3762,Axiom,MinimalChange,Minimize tail norm -> truncation.
ST3763,Axiom,AnalyticContinuation,Literal formula -> signed unstable tail.
ST3764,Axiom,MaximumEntropyTail,Entropy needs reference/constraints.
ST3765,Axiom,CompleteMonotonicity,Positive mixtures restrict oscillations.
ST3766,Axiom,StieltjesTail,"May select a positive resolvent class, not strict cosine."
ST3767,Axiom,PositivityProjection,Absolute/positive part choices.
ST3768,Axiom,ShortestSupport,Truncation.
ST3769,Axiom,SmoothestTail,Exponential/analytic optimization.
ST3770,Proven,RegularizationDependence,Different penalties select different tails.
ST3771,No-go,PriorDependence,Every inference requires a prior.
ST3772,Proven,AxiomRemoval,Removing prior restores infinite fiber.
ST3773,Boundary,CrossValidationBoundary,No held-out beyond-d6 data.
ST3774,Fail,StrictSourceAudit,No current strict selection functional.
ST3775,Round verdict,RoundSevenVerdict,Standard regularizers do not become physical laws automatically.
ST3776,Recommendation,RoundSevenRecommendation,Dimension/product consequences.
