program,status,object,boundary
ST4692,Classified,continuum_fork_Objective,Declared scope.
ST4693,Audited,continuum_fork_Input,Prior strict/legacy packets.
ST4694,Constructed,continuum_fork,Mathematical type separated.
ST4695,Proven or inherited,continuum_fork_CoreStatement,Within declared class.
ST4696,Recorded,continuum_fork_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4697,Retained,continuum_fork_PositiveContent,No overpromotion.
ST4698,Retained,continuum_fork_Counterexample,Alternative representative or symmetry orbit.
ST4699,Passed boundary,continuum_fork_SymmetryTest,Invariant data do not select free orbit member.
ST4700,Proven boundary,continuum_fork_RemovalTest,Removing extra structure restores ambiguity.
ST4701,Classified,continuum_fork_StrictStatus,Only fiber-invariant content is strict.
ST4702,Not established,continuum_fork_PhysicalStatus,Units/OA/evidence checked separately.
ST4703,Separated,continuum_fork_LegacyStatus,No silent role transfer.
ST4704,Installed,continuum_fork_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4705,Round verdict,continuum_fork_RoundVerdict,Adaptive output.
ST4706,Recommendation,continuum_fork_NextDependency,Next theme follows from this boundary.
